NASA | A Year in the Life of Earth\'s CO2,Visualize how CO2 spreads across the planet,https://youtu.be/x1SgmFa0r04,hub_youtube
The Most Terrifying Video You\'ll Ever See,American high school teacher Greg Craven explains,https://youtu.be/zORv8wwiadQ,hub_youtube
What\'s a Carbon Footprint? Environmental Science for Kids!,"",https://youtu.be/GZbj4lMSmHo?si=mnCJXVNF4KYk2x5q,hub_youtube
TEDx: How much Nature do we have?,"Wackernagel urges people to recognize how much is truly available for future generations.",https://youtu.be/3M29BY86bP4,hub_youtube
Climate Change 101 with Bill Nye,"Bill Nye explains the importance of sustainable practices in combating climate change.",https://youtu.be/EtW2rrLHs08,hub_youtube
