The Climate Question,"Why we find it so hard to save our own planet, and how we might change that.",https://open.spotify.com/show/6dptFSyzSllCXXRHtkuDrU,hub_climate_qs
Zero: The Climate Race,The tactics and technologies taking us to a world of zero emissions.,https://open.spotify.com/show/5rHwnJEjFRnivIdpWwnZyZ,hub_climate_race
Climate Now,"The key scientific ideas, technologies, and policies affecting the climate.",https://open.spotify.com/show/2KBTGRlML3NBRy4XuIkr6B,hub_climate_now
TED Climate,"Find out which bag is best for the planet and imagine our world without humans",https://open.spotify.com/show/72ezi2ePUkfWQGkoe85oWk,hub_ted_climate
The Climate Pod,"Wide-ranging conversations with leading experts on issues at the heart of the climate crisis. ",https://open.spotify.com/show/5WYHsmy91Rdc3Ore4ENhx8,hub_climate_pod
